,content
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_90.csv_2,願出も先ハ少相見候得共當年之儀ハ一牧豊穣ニ而
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_90.csv_3,亥十一月十六日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_90.csv_4,一来ル十八日手崎村々他国胡乱者かり立
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_92.csv_1,人々自分居宅者家族一円心ヲ付候者勿論之事ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_92.csv_2,一人指出五人六人と相揃火用心と高聲ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_92.csv_3,十一月廿八日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_93.csv_1,一最寄村々出火有之百姓共右場処へ而已令心移候而ハ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_94.csv_1,一郷目付之者儀ハ別段打廻番非人之働振可
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_94.csv_2,一他国表ゟ罷出候者讃州丸亀上り切手幷御国入切手等
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_96.csv_1,昨年一昨年之處風雨洪水ニ而米麦を始
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_96.csv_2,場ニ者難相到一牧金銀不融通之趣ニ相聞候ニ付而ハ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_98.csv_1,一鮎喰筋了打等之節矢を拾ヒ取隠置
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_99.csv_1,一耕作へ罷出候節不圖見當り拾置追而
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_99.csv_2,一矢先不相厭柳林之中なとへ隠れ居候て
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_99.csv_3,も難斗一概百姓共ニも不相考候へ共
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_99.csv_4,一近来ホンヘン之稽古も折々いたし
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_100.csv_1,亥十一月廿七日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_100.csv_2,追々相備り既一昨年迄七ケ年上納相運米穀
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_104.csv_1,来月ニ相成候而者一月之農繁之時節旁
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_1,一御山下村浦火之用心打廻り之事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_2,一目安願自村之義者役人共於手元双方
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_3,一三ツ頭御土蔵御繕之儀其方共令才判
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_4,一右御土蔵相詰候御米買入之義如何相成
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_5,一御山下合宿之義是迄之通無油断
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_105.csv_6,一家普請願之義先年申付置候通
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_106.csv_1,丑十一月三日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_107.csv_1,○【朱】五十一
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_107.csv_2,一内外御普請處疼有之候得ハ少々宛之儀候
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_108.csv_1,一御普請願之其処積役見分之上仕様相立候へハ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_108.csv_2,一御普請皆出来候儀ハ例年四月廿日切ニ案内
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_109.csv_1,一御普請取懸之日限幷出来案内之儀ハ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_109.csv_2,右之通向後取究候条第一其方共重々厚
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_111.csv_1,質素倹約相守可申候万一心得違候向有之
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_111.csv_2,尋等ニ及候様之義有之候而ハ第一奉恐入不相添
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_113.csv_1,十一月十一日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_114.csv_1,相調御年貢幷給人歩一等ニ上納仕候義此度
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_115.csv_1,限り淡州米ヲ以御年貢且給人歩一等上納
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_115.csv_2,嘉永六丑年十一月十四日御渡被遊候御書付之写
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_119.csv_1,候而一應相減居申処尚亦此比ニ至り候而ハ右体
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_119.csv_2,候条前々之趣意厚相心得来ル十一日村浦
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_119.csv_3,名東　　　十一日ゟ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_122.csv_1,○【朱】寅十一月十七日松江島三郎後藤庄助
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_123.csv_1,候様可仕候右様被仰付候義ハ一牧難渋助ケ合
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_124.csv_1,可有之ニ付壱ケ年分之四歩一御馳被仰付
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_124.csv_2,一高懸格懸り銀拝借之分
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_124.csv_3,一不時拝借返上之分
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_126.csv_1,一米三石　　　　高田久左衛門
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_126.csv_2,一同弐石　　　　多田昇助
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_126.csv_3,一同壱石　　　　澤山嘉兵衛
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_126.csv_4,一此以西村々之義従来水立寄難渋仕
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_129.csv_1,上納不同も可有之ニ付壱ケ年分之四歩一御馳被
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_129.csv_2,一高懸格懸銀拝借之分
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_129.csv_3,一不時拝借返上之分
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_129.csv_4,嘉永七寅年十一月十七日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_130.csv_1,○【朱】六十一
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_130.csv_2,本人ハ勿論家族召仕之者ニ至迄一同心得違
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_130.csv_3,無之様重々懇ニ申付候様一昨丑十月其方共へ申付候
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_131.csv_1,町御奉行之面々申談第一賣元ゟ取究
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_132.csv_1,卯十一月
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_134.csv_1,一小高取之義壱郡ゟ惣代壱両人呼出
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_134.csv_2,一組頭庄屋壱郡ゟ両人呼出小高取之外切田
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_134.csv_3,一御番人之義壱郡ゟ惣代壱人呼出御趣意申渡
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_135.csv_1,歩一五割増共上納御用捨披仰付御仕解方
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_136.csv_1,歩一御用捨も被仰付候懸ニ候得ハ於銀主共ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_136.csv_2,一同等閑ニ相心得不申様可仕且當夏質素
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_137.csv_1,第一ニ相心懸励忠勤候様厚相心得可罷在候
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_137.csv_2,但本文之通被仰付候ニ付當冬歩一御用捨
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_138.csv_1,十一月廿八日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_141.csv_1,十一日与頭庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之上御役處江
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_141.csv_2,御写取之上早々御廻達可被成候与頭庄屋之義者諸郡共十一日朝
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_142.csv_1,且ハ隠徳寄特之心得ニ而一廉扶持致遣候懸りも有之趣ニ相聞
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_143.csv_1,一市中之義ハ来ル十五日ゟ廿七日迄相手懸候事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_143.csv_2,一御山下村浦之義ハ十八日ゟ晦日迄相手懸候事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_143.csv_3,一廿一日ゟ諸郡一同ニ晦日迄相手懸候事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_143.csv_4,一御山下村浦之義ハ三手ニ相別レ左書之通出張為仕候事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_143.csv_5,一冨田北濱下八万山城屋濱津田新濱南斉田
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_144.csv_1,一沖須末廣新内住吉嶋大岡下助任上助任大岡別宮田宮
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_144.csv_2,一佐古蔵本庄東名東嶋田西名東矢三今切
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_145.csv_1,一御山下へ相隣候北新居組幷板野郡宮嶋組平石組
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_145.csv_2,一諸郡之義ハ組切郷目付共村役人付添番非人召連村数
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_145.csv_3,一市中御山下村浦之義ハ他国胡乱者ニ而ハ無之専御国内之者共
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_145.csv_4,一追拂之義多分最寄御境目ニ申付候得共胡乱者之趣且舩路
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_1,一御境目ニおゐて追拂之者之義ハ其村役人ゟ国處名面
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_2,一舩送りニ相成候者之義ハ津田浦迄送来出張之御役人へ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_3,一御山下打廻り同心下才判之義銘々手弁當ニ而罷出此度之
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_4,義ハ難渋人給物融通向第一ニいたし候趣意ニ付御役人
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_146.csv_5,一右之通當月日切を以取行之上来二月ゟ毎月壱度宛取
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_147.csv_1,一昨年之地震津浪ニ付土州表之義四国辺路往来筋潰家
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_147.csv_2,一御国人別之者四国辺路罷出度村役人手許へ切手願ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_148.csv_1,一世間者と相唱候無切手他国者一夜之宿貸申間敷重々取調
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_148.csv_2,一御国人別流民之外乞食野宿幷稼辺路と唱候者之義
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_148.csv_3,一藍園始其餘村々之内ニ奉公日雇稼仕居候他国者之義
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_149.csv_1,一盗賊付火をも可仕候様之胡乱者ハ早速召捕御郡代
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_149.csv_2,一世間者と相唱候他国胡乱者御境目追拂方之義者
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_149.csv_3,候条前々之趣意厚心得来ル廿六日ゟ村浦一時ニ遂穿鑿
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_150.csv_1,取究申付候条前々之趣意厚相心得来ル十八日村浦一時ニ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_153.csv_1,一在々打廻候郷目付郷鉄砲之者其ヶ所
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_153.csv_2,一奕徒召捕方之義も其場所〳〵ニ當り
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_153.csv_3,一郷鉄砲之者召仕方之義是迄之通本人
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_154.csv_1,胡乱者一件ニ付
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_155.csv_1,一處々御境目ゟ入込候四国辺路之義日数十五日切と
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_155.csv_2,一加田舩之義ハ御役場ニ而取究向遂指図可申事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_155.csv_3,一市中幷御山下村浦之義ハ辺路報謝札相渡
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_155.csv_4,一郷鉄砲召仕方之義ハ父子有之者ハ惣領郷目付
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_155.csv_5,一博奕取究之義ハ演舌申聞之通
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_155.csv_6,【貼り紙】此御演舌之義ハ處々ゟ一時ニ召捕御役場へ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_157.csv_1,一無株無願之酒造家間々有之様傳承候
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_157.csv_2,引有様申付候万一我察不當之請引有之
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_157.csv_3,一株数　　　　　　　　　　何程
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_157.csv_4,一蔵高　　　　　　　　　　何程
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_160.csv_1,候ニおゐて者一廉出金之減ニ相成第一
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_161.csv_1,一　　　　　　　　　観音寺村右同
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_161.csv_2,一　　　　　　　　　　　　笠井幸三郎
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_162.csv_1,巳八月十一日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_164.csv_1,巳八月十一日
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_166.csv_1,来正月廿一日ゟ二月晦日迄於旅宿壱時
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_166.csv_2,夫々正月廿一日御役場へ罷出案内可申出事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_166.csv_3,只今ゟ取調置廿一日株書を以壱應
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_168.csv_1,御渡被遊右手懸向申上書一巻
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_170.csv_1,取調方相渡来正月廿一日ゟ二月晦日迄旅宿ニおゐて
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_170.csv_2,正月廿一日御役場へ罷出案内可申事
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_170.csv_3,相渡有之品も只今ゟ取調置廿一日株書
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_172.csv_1,一弐匁四分　　　　　　與頭壱人壱ト泊り
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_172.csv_2,一八分　　　　　　　　右同昼仕度
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_172.csv_3,一壱匁六分　　　　　　筆者泊昼仕度共
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_172.csv_4,一壱匁五分　　　　　　筆者賃
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_172.csv_5,一五分　　　　　　　　席料
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_172.csv_6,一七分五厘　　　　　　小使人足賃飯代共
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_172.csv_7,一五分　　　　　　　　筆紙墨
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_173.csv_1,一極困窮ニ而出府も難相調者之儀者出入之
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_173.csv_2,一預米出入を始其餘出入之趣ニ寄御家来【一字ミセ消ち】中
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_176.csv_1,一出入済口成候得ハ有来通紙面ニ済口書
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_176.csv_2,一済口成候得ハ時々申出候様可仕旨兼而
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_178.csv_1,明二日社日ニ御座候而作方第一之祖神郷分
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_179.csv_1,當正月廿一日ゟ二月晦日迄壱時手懸被仰付候諸
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_179.csv_2,一同成不申候ニ就而ハ右出入残株之分今一應郡中
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_181.csv_1,向指湊可申方と奉存候ニ付一ト先後ㇳ廻ニ被仰付度
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_185.csv_1,麦取入第一之義ニ御座候尚又降旬御座候得ハ
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_187.csv_1,格別當正月廿日之例ニ基七月廿日ゟ一同
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_190.csv_1,歩一高格懸り不時拝借返上之義ハ御用捨被　仰付
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_191.csv_1,一黄紙御小切ニ曰
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_191.csv_2,員数幷頭数取調一帳ニ相都メ指上帳
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_192.csv_1,一弐人御扶持方銀札五百五拾目
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_192.csv_2,津田川口御番同所魚御分一處
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_192.csv_3,一銀札五百目宛
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_192.csv_4,津田魚御分一所小手代
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_192.csv_5,一弐人御扶持方御支配米三石
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_193.csv_1,一弐人御扶持方御支配米三石
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_193.csv_2,一弐人御扶持方御支配米三石
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_193.csv_3,一弐人御扶持方御支配米三石宛
C:\github\webscreping\webscreping\out\publish\諸御趣意書并御下知向之写\page_193.csv_4,一居屋敷弐反　高壱石六斗
