,content
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_31.csv_5,御年貢之儀近年凶作続ニ而御定日をも打過月
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_31.csv_6,豊年ニ而十分ニ取入候様相聞候ニ付當秋御年貢
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_31.csv_7,者以前之通御定日迄ニ皆済成候様屹と取究
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_31.csv_8,可申旨御仕置被申聞候条右様相心得候様達
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_31.csv_9,有之ニ付御廻達ニ相及候間右様御承知御廻
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_1,済ゟ御指戻可被成候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_2,別紙之通新御蔵ゟ申来候ニ付御廻達ニ相及候間
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_3,早々御順達御廻済ゟ御差戻可被成候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_4,十月四日　　　　　那賀御地方
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_5,以手紙得御意候然者追々御年貢上納時節ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_6,相至り候義ニ御座候所俵仕立之義村柄ニ寄甚
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_7,有之右俵仕立之義者兼而先達而御文通ニ相及
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_8,申義ニ御坐候所近年又々仕立悪布候様相成中
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_32.csv_9,時節ニも相至り候ニ付重々念入先達而御文通ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_1,三所堅く上詰両小口共堅いたし候様村々江御達置
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_2,被成度候尤六月後ニ相至り御用米ニ船積等ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_3,乱俵潰米等多有之御為不宜候ニ付此段御文
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_4,通ニ相及置候右様御承知早々村々江御配置
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_5,被成度候以上　　　　　　　新御蔵所
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_6,御郡代處
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_7,右之通當月九日御郡代所様壱統御呼懸ニ而御地方
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_34.csv_8,ニおゐて被仰付御書出之写御座渡し被仰付村々江早々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_35.csv_1,被仰付候御義と相心得可申哉
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_35.csv_2,居心得ニ御坐候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_35.csv_3,速取候様御手配候筈
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_35.csv_4,一出張御役人御賄之義如何相心得可申哉
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_35.csv_5,右株々御下知奉伺上候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_35.csv_6,右御下知申出之通被仰付候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_36.csv_1,一番非人小家さか葺ニ出来次第村役人ゟ書付を以御役處様へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_36.csv_2,御案内申上候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_36.csv_3,御案内書相認メ申上候事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_36.csv_4,寅十二月六日御呼懸之節伺上申候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_37.csv_1,諸勤向御取究書写寅十二月十日御呼懸
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_37.csv_2,○【朱】十一　御趣意書
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_37.csv_3,諸御役場之義其向々ニ寄従来之風も有之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_38.csv_1,此段諸御役人之面々へ被申聞儀可有了簡旨元〆
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_38.csv_2,市郷之者共諸御役人へ出入等仕従来之懇意ニよつて
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_38.csv_3,麁末之品相贈過當之品取扱候義屹と御指留被仰付候条
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_38.csv_4,不都合之品相贈候得ハ屹と御取糺被仰付候間兼而
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_39.csv_1,町御奉行御郡代之面々重々右之御趣意忘却
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_39.csv_2,御役處御端書写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_39.csv_3,左通之義先麻植阿波名東名西御手崎申談候所ヵ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_39.csv_4,調達方御用判【私ヵ】抔へ相通候様仕候者之内床改役
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_39.csv_5,之内ニ與頭庄屋も御坐候ニ付右者へ板野郡之
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_39.csv_6,可被仰付哉外御手崎之義も右等同様仕候旨申談
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_40.csv_1,端書ヲ以申継御座候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_40.csv_2,牽馬町方御取究御触書写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_40.csv_3,但右之通取究候様於被仰付ニ者御郡代江も御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_40.csv_4,御達置有之度存候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_41.csv_1,頃日已来之長雨天ニ付河筋出水之模様為【一文字消去】見分御馬役
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_41.csv_2,請書来ル廿日迄ニ御郡代処へ可差出候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_1,以手紙得御意候此度虚無僧本寺京都明暗寺番僧
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_2,申出候趣も御坐候ニ付此節市中出會同役申談私両人
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_3,者無御座候得共兎哉角懸合相厭聊之事故い
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_4,つそ相渡遣候方宜抔御心得違之村方も難計ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_5,為念御通達ニ相及申義ニ候間御組村々庄屋分被召呼
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_6,右之趣篤と御心得させ可被成候且此書状先々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_7,少も無遅滞御廻達被成度候右為可得御意如此
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_8,御座候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_42.csv_9,御同役中様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_1,與頭庄屋共へ御渡成候御書付之写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_2,御勝手方御不如意ニ付無據天保度御家中始寄懸共も被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_3,召上格段厳布御取約も被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_4,仰付其御已来兎哉角御仕送相建居申内近年
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_5,打續恐悦事被為在其時々不少御入目有之其餘
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_6,不時御物入御差添之所地盤御勝手方御手詰之所ゟ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_7,聊御配合難相調候ニ付兼而両都御借財方も多分ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_8,相成候得共尚又先達而莫大御借入も被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_9,仰付然共御行足りと申御場合ニ者無之極々御仮成
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_10,之御仕送ニ有之所近く者
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_11,御家督右御慶事ニ付而も一廉之御入目相止嵩候上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_12,公義御本丸炎上ニ付而ハ御上金被蒙仰犇と御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_43.csv_13,御公務之御事ニ候得共勿論延々ニも難指置御都合
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_1,故又候於両都御借上被仰付指當候所ハ御都合相調候姿ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_2,候得共前顕之通逐年御物入被為指添御不足高莫
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_3,大ニ相及居所最早御仕送り之道行噤候御場合ニ候所當
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_4,春八町堀御家敷御類焼ニ付而も差當り候御手當ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_5,向ヲ始御普請等不被仰付而ハ御迷惑も厚不被為得
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_6,止御入目是又廣大之御事ニ候所御勝手方之御繰合ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_7,付而ハ御要用御引除も是迄度々御取欠ニ相成候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_8,儘ニ而御倹之道無之御仕送り犇と御指支ニ相成候ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_9,御家中始メ半所務被召上候様被仰付度旨達
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_10,御聴候處近年歩懸り被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_11,先達而借銀御仕解も被仰付候事ニハ候得共中ニハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_12,寄懸り御評儀者先差止如何様ニも御取約ヲ以
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_13,御取續之道相建候様再三被仰付厚
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_14,御配慮被遊候御趣意重々難有奉恐入尚亦
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_44.csv_15,折返種々御評儀ニ及候得共多年之御不足被為指添
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_1,莫大ニ相成候上御新借御納入等も犇と御差支へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_2,可相成御場合餘ニ御繰合方無之ニ付奉恐入候義
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_3,而半務被召上候様奉願候所極々御行
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_4,ニ而ハ一統迷惑厚事ニ候得ハたとひ御都合者調兼
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_5,可薄其餘御不足之所ハ如何様ニも仕當分之處
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_6,御都合仕候様被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_7,仰出候御事ニ候条御家中之面々右御趣意
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_8,奉承知御年限中者尚更質素倹約相守御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_9,被仰付候猶又御年限中歩一高格懸不時拝借
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_45.csv_10,返上之義者御用捨被仰付諸士御役銀勧農井関
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_1,召上候此段各ゟ御家中之面々池田三名士へ夫々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_2,猶又京大坂之義ハ彼地住居之面々其外御扶持方
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_3,御合力等被下候者共へも可申聞旨右御留守居へ可被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_4,相達候且知行等被下候寺社幷町御奉行御郡代
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_5,江も寺社料町人御扶持方夫々小高取切田取地高
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_6,被下候者其外末々御宛行之内も同断被召上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_7,但御仕解御拝借銀上納方是之通ニ而ハ愈
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_8,御年限中程々ニ御弛み被仰付候条拝借有之向ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_9,上納方御蔵奉行之面々承合候様可有之事
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_10,右之通御書付写取候様被仰付外方へ申継キ候様
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_46.csv_11,御手代岸和左衛門殿ゟ被仰渡候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_47.csv_1,御高取調指上帖
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_47.csv_2,右之通何野何兵衛江被下置御坐候物成取調指上候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_48.csv_1,口入之者御指留之義弥以相守不心得無之様猶又
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_48.csv_2,之ニ付此度請書指出ニ者不相及候得共此度御趣意
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_48.csv_3,素之心得等左書ケ条之件々取究之義御當職御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_49.csv_1,者共ニ者其方共ゟ御趣意親敷申通為
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_49.csv_2,右者御作事處上之賃銀ニ付郷分是迄之成行ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_50.csv_1,ニ候處身分之遊ニ賃銀を遣捨奉公人之義ハ御年
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_51.csv_1,取召抱候義古来より之御達ニ候處心得違證文
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_51.csv_2,取究候ニ付而ハ御古法之通いつれも請状指出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_52.csv_1,右商筋相派立候より相起候御趣ニ付右様之類ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_55.csv_1,先日以来名東郡ニ而御山下外下板筋等處々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_56.csv_1,救助銀之義ハ去ル子年厚御主意申聞候ニ付
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_56.csv_2,ニ付御郡代處相納凶年之御手當筋追々ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_57.csv_1,之者有之懸り子年申聞候厚御主意畢竟
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_57.csv_2,組頭庄屋より十六日迄無間違御役所へ指出
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_58.csv_1,御年寄ゟ相渡候御書付写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_58.csv_2,御勝手方彼是御指濟ニ付御家中之面々明酉
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_58.csv_3,明夏ニ而御免被仰付事ニハ候得共今度御手傳
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_58.csv_4,當職始御評義も有之候得共連年歩懸
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_58.csv_5,被仰付義壱統ニ厚難渋も仕事ゆへ深ク御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_58.csv_6,配慮も被遊彼是御繰合被仰付居候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_58.csv_7,御事ニ而愈被仰出有之通来夏ニ而御免
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_59.csv_1,御奉公可仕元ゟ兼而被仰出有之事ゆへ明年
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_59.csv_2,御免可仰付とハ相心得可罷在候得共此度御手傳
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_59.csv_3,御隠居様ゟ右之趣噺聞置候様御沙汰被為
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_59.csv_4,○【朱】二十一　菊作之義ニ付御趣意非仰付御書付写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_1,御留野村々請持組頭庄屋共江相渡
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_2,○【朱】廿二　御趣意書　嘉永元申年九月
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_3,南北御留野村々御制道向之義いつとなく相弛ミ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_4,近来者不心得者且不埒者等毎々有之候ニ付御取究
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_5,旨彼是御評儀成候所従来之御達も有之候ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_6,就而ハ惣而前々ゟ之御究通ニ被　仰付候乍去
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_7,難渋之筋ニ付文化度格別之御評儀を以正月
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_8,斗之間鴈追立御弛も被仰付候儀有之候所様々
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_60.csv_9,ニ付此度猶又古来ゟ之御究通屹と御取改被
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_61.csv_1,打廻御制道仕候趣日々庄屋共へ申出候義不
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_61.csv_2,相懈様請持下御鳥見共より申聞制道筋ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_61.csv_3,不相悖様御留野村々役人共始百姓共へ篤と相
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_61.csv_4,鶴鴈追立御免被　仰付候ニ付土地之模様ニ應シ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_61.csv_5,但御制道筋ニ付心得方不盡村之義ハ追
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_61.csv_6,立御免不被　仰付候条是等之處も懇ニ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_1,一鶴鴈追立御免被　仰付候共縄鉄砲之義ハ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_2,筒音ニ相紛御制道之障ニ相成候ニ付以後御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_3,○【朱】　仕上御請諸之覚
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_4,一御趣意書丸写し
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_5,右之通此度御留野御制道御取究向之義ニ付御趣意
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_6,御懇ニ被仰渡難有奉畏候仍而村中惣代之私共
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_7,連判を以御請書奉差上候処少も相違無御坐候以上
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_8,右之通御留野御制道御取究向之義ニ付今日當村へ
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_62.csv_9,御出張被成御趣意私共始右頭百姓之者共へ親敷
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_1,御家中歩懸愈當酉秋ゟ御免
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_2,兼而先達而被仰渡御坐候御家中三歩半御
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_3,御免被仰付候ニ付而ハ先達而厚被仰出之通り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_4,倹約ニ可仕御趣厚被仰出候ニ付村々申聞
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_5,御留野之義ニ付文化三寅年御記録書写
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_6,○【朱】廿四　御郡代様ゟ御渡成候ニ付写置
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_7,村々於御留野ニ鳥追立之義兼而御指留被仰付御座候所
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_63.csv_8,究之義ニ御座候就而ハ郷分是迄之懸り内々承合
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_1,荒候義御坐候とも又々生出候所ゟ格別迷惑不仕候
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_2,ニ而御坐候事故右時節喰荒候ニおゐてハ再生返り
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_3,日数ニ相成前顕之懸難渋仕儀ニ御坐候得者先正月
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_4,儀者時々申出候義ニ御坐候条日数十五日斗之間鴈
C:\Users\kaay5\Documents\GitHub\WebScreiping\out\publish\諸御趣意書并御下知向之写\page_64.csv_5,追立候義御指寛メ被仰付候様之御道者有御坐間布
